Customer_ID,First_Name,Last_Name,Email,City,Region,Latitude,Longitude,Segment,Loyalty_Score,Loyalty_Level,Interaction_ID,Campaign_Name,Channel,Response,Interaction_Date
CUST0020,Brianna,Hall,nicole.suarez.cust0020@example.com,Kilkenny,Leinster,52.6541,-7.2448,Regular,60,Medium,INT00882,Clearance Deal,App Notification,Purchased,2024-05-12
CUST0020,Brianna,Hall,nicole.suarez.cust0020@example.com,Kilkenny,Leinster,52.6541,-7.2448,Regular,60,Medium,INT00090,New Arrival,Social Media,Purchased,2024-03-14
CUST0021,Chad,Young,angela.nelson.cust0021@example.com,Galway,Connacht,53.2707,-9.0568,Regular,50,Low,INT01094,Clearance Deal,Social Media,Purchased,2024-09-19
CUST0021,Chad,Young,angela.nelson.cust0021@example.com,Galway,Connacht,53.2707,-9.0568,Regular,50,Low,INT01436,New Arrival,Social Media,No Action,2024-01-22
CUST0021,Chad,Young,angela.nelson.cust0021@example.com,Galway,Connacht,53.2707,-9.0568,Regular,50,Low,INT01333,Loyalty Bonus,SMS,Purchased,2024-10-06
CUST0021,Chad,Young,angela.nelson.cust0021@example.com,Galway,Connacht,53.2707,-9.0568,Regular,50,Low,INT01094,Clearance Deal,Social Media,Purchased,2024-03-20
CUST0021,Chad,Young,angela.nelson.cust0021@example.com,Galway,Connacht,53.2707,-9.0568,Regular,50,Low,INT00945,Clearance Deal,SMS,No Action,2024-04-16
CUST0021,Chad,Young,angela.nelson.cust0021@example.com,Galway,Connacht,53.2707,-9.0568,Regular,50,Low,INT01436,New Arrival,Social Media,No Action,2024-05-06
CUST0022,Barbara,Sanchez,david.whitney.cust0022@example.com,Cork,Munster,51.8985,-8.4756,High Value,50,Low,INT00993,New Arrival,App Notification,Purchased,2024-12-05
CUST0023,Ryan,Henderson,david.parker.cust0023@example.com,Galway,Connacht,53.2707,-9.0568,Regular,70,Medium,INT01332,New Arrival,App Notification,Purchased,2024-03-23
CUST0023,Ryan,Henderson,david.parker.cust0023@example.com,Galway,Connacht,53.2707,-9.0568,Regular,70,Medium,INT01187,Loyalty Bonus,SMS,No Action,2024-01-11
CUST0023,Ryan,Henderson,david.parker.cust0023@example.com,Galway,Connacht,53.2707,-9.0568,Regular,70,Medium,INT01332,New Arrival,App Notification,Purchased,2024-12-12
CUST0023,Ryan,Henderson,david.parker.cust0023@example.com,Galway,Connacht,53.2707,-9.0568,Regular,70,Medium,INT01201,Loyalty Bonus,Social Media,Purchased,2024-11-10
CUST0023,Ryan,Henderson,david.parker.cust0023@example.com,Galway,Connacht,53.2707,-9.0568,Regular,70,Medium,INT01332,New Arrival,App Notification,Purchased,2024-02-18
CUST0023,Ryan,Henderson,david.parker.cust0023@example.com,Galway,Connacht,53.2707,-9.0568,Regular,70,Medium,INT01332,New Arrival,App Notification,Purchased,2024-11-08
CUST0024,Bruce,Chandler,nicole.johnson.cust0024@example.com,Waterford,Munster,52.2593,-7.1101,Regular,40,Low,INT01075,Loyalty Bonus,App Notification,Purchased,2024-06-15
CUST0024,Bruce,Chandler,nicole.johnson.cust0024@example.com,Waterford,Munster,52.2593,-7.1101,Regular,40,Low,INT01075,Loyalty Bonus,App Notification,Purchased,2024-06-11
CUST0026,Tanya,House,tina.herrera.cust0026@example.com,Galway,Connacht,53.2707,-9.0568,Occasional,40,Low,INT00206,Clearance Deal,App Notification,No Action,2024-08-19
CUST0026,Tanya,House,tina.herrera.cust0026@example.com,Galway,Connacht,53.2707,-9.0568,Occasional,40,Low,INT01031,New Arrival,Social Media,Purchased,2024-01-13
CUST0027,Tricia,Baker,samuel.joyce.cust0027@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT00602,Loyalty Bonus,Social Media,No Action,2024-08-08
CUST0027,Tricia,Baker,samuel.joyce.cust0027@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT01430,Loyalty Bonus,SMS,No Action,2024-09-08
CUST0027,Tricia,Baker,samuel.joyce.cust0027@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT00680,Summer Sale,Email,No Action,2024-04-17
CUST0027,Tricia,Baker,samuel.joyce.cust0027@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT01204,Clearance Deal,SMS,Purchased,2024-07-19
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT01475,Summer Sale,Email,Purchased,2024-01-09
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT01475,Summer Sale,Email,Purchased,2024-07-05
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT01246,Clearance Deal,Email,No Action,2024-11-08
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT00565,Summer Sale,Social Media,No Action,2024-02-18
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT01475,Summer Sale,Email,Purchased,2024-12-24
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT01172,Summer Sale,Email,No Action,2024-05-23
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT01172,Summer Sale,Email,No Action,2024-05-24
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT01172,Summer Sale,Email,No Action,2024-04-13
CUST0028,James,Robinson,rachel.hunter.cust0028@example.com,Kilkenny,Leinster,52.6541,-7.2448,Occasional,70,Medium,INT00209,Clearance Deal,App Notification,Purchased,2024-11-11
CUST0029,Susan,Miller,kevin.clark.cust0029@example.com,Sligo,Connacht,54.2742,-8.4694,High Value,60,Medium,INT00925,Clearance Deal,SMS,No Action,2024-03-23
CUST0029,Susan,Miller,kevin.clark.cust0029@example.com,Sligo,Connacht,54.2742,-8.4694,High Value,60,Medium,INT00025,Clearance Deal,SMS,No Action,2024-07-10
CUST0029,Susan,Miller,kevin.clark.cust0029@example.com,Sligo,Connacht,54.2742,-8.4694,High Value,60,Medium,INT00989,Summer Sale,App Notification,Purchased,2024-03-07
CUST0029,Susan,Miller,kevin.clark.cust0029@example.com,Sligo,Connacht,54.2742,-8.4694,High Value,60,Medium,INT00025,Clearance Deal,SMS,No Action,2024-05-18
CUST0030,Beth,Williams,matthew.cardenas.cust0030@example.com,Athlone,Leinster,53.4239,-7.9407,High Value,60,Medium,INT00777,Summer Sale,Email,No Action,2024-05-13
CUST0030,Beth,Williams,matthew.cardenas.cust0030@example.com,Athlone,Leinster,53.4239,-7.9407,High Value,60,Medium,INT00777,Summer Sale,Email,No Action,2024-03-18
CUST0030,Beth,Williams,matthew.cardenas.cust0030@example.com,Athlone,Leinster,53.4239,-7.9407,High Value,60,Medium,INT00777,Summer Sale,Email,No Action,2024-09-13
CUST0031,John,Foster,james.horton.cust0031@example.com,Galway,Connacht,53.2707,-9.0568,Regular,60,Medium,INT00836,New Arrival,Social Media,No Action,2024-06-12
CUST0031,John,Foster,james.horton.cust0031@example.com,Galway,Connacht,53.2707,-9.0568,Regular,60,Medium,INT00836,New Arrival,Social Media,No Action,2024-07-18
CUST0031,John,Foster,james.horton.cust0031@example.com,Galway,Connacht,53.2707,-9.0568,Regular,60,Medium,INT01271,New Arrival,SMS,No Action,2024-11-07
CUST0032,Albert,Howell,stephen.solis.cust0032@example.com,Waterford,Munster,52.2593,-7.1101,Occasional,50,Low,INT00371,New Arrival,SMS,No Action,2024-06-21
CUST0032,Albert,Howell,stephen.solis.cust0032@example.com,Waterford,Munster,52.2593,-7.1101,Occasional,50,Low,INT00832,New Arrival,Email,Purchased,2024-03-12
CUST0033,Mike,Moore,scott.reeves.cust0033@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT01052,New Arrival,Social Media,Purchased,2024-02-12
CUST0033,Mike,Moore,scott.reeves.cust0033@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT01042,New Arrival,Email,Purchased,2024-07-17
CUST0033,Mike,Moore,scott.reeves.cust0033@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT00974,New Arrival,SMS,Purchased,2024-02-19
CUST0033,Mike,Moore,scott.reeves.cust0033@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT01476,Loyalty Bonus,Social Media,Purchased,2024-11-21
CUST0033,Mike,Moore,scott.reeves.cust0033@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT01476,Loyalty Bonus,Social Media,Purchased,2024-01-22
CUST0033,Mike,Moore,scott.reeves.cust0033@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,30,Low,INT01079,Clearance Deal,App Notification,Purchased,2024-05-19
CUST0034,Dale,Humphrey,steven.brown.cust0034@example.com,Athlone,Leinster,53.4239,-7.9407,Occasional,60,Medium,INT00320,Clearance Deal,Email,No Action,2024-09-06
CUST0034,Dale,Humphrey,steven.brown.cust0034@example.com,Athlone,Leinster,53.4239,-7.9407,Occasional,60,Medium,INT00320,Clearance Deal,Email,No Action,2024-01-12
CUST0034,Dale,Humphrey,steven.brown.cust0034@example.com,Athlone,Leinster,53.4239,-7.9407,Occasional,60,Medium,INT00320,Clearance Deal,Email,No Action,2024-04-18
CUST0035,Joseph,Jacobs,amanda.navarro.cust0035@example.com,Cork,Munster,51.8985,-8.4756,Occasional,80,High,INT01443,Loyalty Bonus,Email,Purchased,2024-02-19
CUST0036,Tracy,Whitehead,anthony.day.cust0036@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,80,High,INT00843,Loyalty Bonus,Email,Purchased,2024-07-22
CUST0036,Tracy,Whitehead,anthony.day.cust0036@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,80,High,INT00358,Clearance Deal,SMS,No Action,2024-07-19
CUST0036,Tracy,Whitehead,anthony.day.cust0036@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,80,High,INT00843,Loyalty Bonus,Email,Purchased,2024-06-15
CUST0036,Tracy,Whitehead,anthony.day.cust0036@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,80,High,INT00843,Loyalty Bonus,Email,Purchased,2024-01-17
CUST0037,Evan,Ramos,karen.decker.cust0037@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,60,Medium,INT00193,New Arrival,SMS,No Action,2024-10-14
CUST0037,Evan,Ramos,karen.decker.cust0037@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,60,Medium,INT01397,Loyalty Bonus,Email,Purchased,2024-11-12
CUST0037,Evan,Ramos,karen.decker.cust0037@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,60,Medium,INT01214,Clearance Deal,Email,Purchased,2024-10-06
CUST0037,Evan,Ramos,karen.decker.cust0037@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,60,Medium,INT00868,Loyalty Bonus,App Notification,No Action,2024-09-09
CUST0037,Evan,Ramos,karen.decker.cust0037@example.com,Sligo,Connacht,54.2742,-8.4694,Occasional,60,Medium,INT01012,New Arrival,App Notification,No Action,2024-01-18
CUST0038,Rebecca,Gardner,billy.johnson.cust0038@example.com,Waterford,Munster,52.2593,-7.1101,High Value,70,Medium,INT00829,New Arrival,Email,No Action,2024-04-09
CUST0038,Rebecca,Gardner,billy.johnson.cust0038@example.com,Waterford,Munster,52.2593,-7.1101,High Value,70,Medium,INT00867,Clearance Deal,Social Media,Purchased,2024-03-23
CUST0040,Terri,Brady,charles.vaughn.cust0040@example.com,Waterford,Munster,52.2593,-7.1101,Occasional,60,Medium,INT00338,Summer Sale,App Notification,Purchased,2024-03-18
CUST0040,Terri,Brady,charles.vaughn.cust0040@example.com,Waterford,Munster,52.2593,-7.1101,Occasional,60,Medium,INT00557,New Arrival,Email,No Action,2024-04-23
CUST0040,Terri,Brady,charles.vaughn.cust0040@example.com,Waterford,Munster,52.2593,-7.1101,Occasional,60,Medium,INT00338,Summer Sale,App Notification,Purchased,2024-07-09
CUST0040,Terri,Brady,charles.vaughn.cust0040@example.com,Waterford,Munster,52.2593,-7.1101,Occasional,60,Medium,INT00614,Clearance Deal,Email,Purchased,2024-06-22
CUST0041,Kimberly,Jenkins,melissa.short.cust0041@example.com,Cork,Munster,51.8985,-8.4756,Occasional,40,Low,INT00545,New Arrival,Email,Purchased,2024-02-09
CUST0041,Kimberly,Jenkins,melissa.short.cust0041@example.com,Cork,Munster,51.8985,-8.4756,Occasional,40,Low,INT00534,Clearance Deal,Email,Purchased,2024-06-12
CUST0042,Lisa,Stevens,brittany.morris.cust0042@example.com,Athlone,Leinster,53.4239,-7.9407,Occasional,60,Medium,INT01107,New Arrival,Social Media,Purchased,2024-01-07
CUST0042,Lisa,Stevens,brittany.morris.cust0042@example.com,Athlone,Leinster,53.4239,-7.9407,Occasional,60,Medium,INT00935,New Arrival,Social Media,No Action,2024-03-06
CUST0043,Mark,Lin,lauren.peterson.cust0043@example.com,Waterford,Munster,52.2593,-7.1101,High Value,80,High,INT00611,Clearance Deal,Email,No Action,2024-03-14
CUST0043,Mark,Lin,lauren.peterson.cust0043@example.com,Waterford,Munster,52.2593,-7.1101,High Value,80,High,INT01351,Clearance Deal,App Notification,No Action,2024-04-05
CUST0044,Sheila,Wilson,laura.davis.cust0044@example.com,Cork,Munster,51.8985,-8.4756,Regular,60,Medium,INT00959,Clearance Deal,SMS,Purchased,2024-06-17
CUST0044,Sheila,Wilson,laura.davis.cust0044@example.com,Cork,Munster,51.8985,-8.4756,Regular,60,Medium,INT00959,Clearance Deal,SMS,Purchased,2024-06-19
CUST0044,Sheila,Wilson,laura.davis.cust0044@example.com,Cork,Munster,51.8985,-8.4756,Regular,60,Medium,INT00959,Clearance Deal,SMS,Purchased,2024-12-10
CUST0044,Sheila,Wilson,laura.davis.cust0044@example.com,Cork,Munster,51.8985,-8.4756,Regular,60,Medium,INT00650,Clearance Deal,Email,Purchased,2024-05-17
CUST0044,Sheila,Wilson,laura.davis.cust0044@example.com,Cork,Munster,51.8985,-8.4756,Regular,60,Medium,INT00482,Summer Sale,Social Media,Purchased,2024-01-21
CUST0045,Daniel,Hamilton,john.martinez.cust0045@example.com,Galway,Connacht,53.2707,-9.0568,Regular,80,High,INT00210,Loyalty Bonus,Social Media,Purchased,2024-05-16
CUST0045,Daniel,Hamilton,john.martinez.cust0045@example.com,Galway,Connacht,53.2707,-9.0568,Regular,80,High,INT00210,Loyalty Bonus,Social Media,Purchased,2024-09-21
CUST0045,Daniel,Hamilton,john.martinez.cust0045@example.com,Galway,Connacht,53.2707,-9.0568,Regular,80,High,INT00139,Summer Sale,SMS,Purchased,2024-01-10
CUST0045,Daniel,Hamilton,john.martinez.cust0045@example.com,Galway,Connacht,53.2707,-9.0568,Regular,80,High,INT01299,Clearance Deal,SMS,No Action,2024-11-21
CUST0045,Daniel,Hamilton,john.martinez.cust0045@example.com,Galway,Connacht,53.2707,-9.0568,Regular,80,High,INT00139,Summer Sale,SMS,Purchased,2024-02-21
CUST0045,Daniel,Hamilton,john.martinez.cust0045@example.com,Galway,Connacht,53.2707,-9.0568,Regular,80,High,INT00791,Clearance Deal,Social Media,Purchased,2024-04-18
CUST0045,Daniel,Hamilton,john.martinez.cust0045@example.com,Galway,Connacht,53.2707,-9.0568,Regular,80,High,INT00074,New Arrival,SMS,Purchased,2024-02-20
CUST0045,Daniel,Hamilton,john.martinez.cust0045@example.com,Galway,Connacht,53.2707,-9.0568,Regular,80,High,INT00139,Summer Sale,SMS,Purchased,2024-05-23
CUST0046,Paul,Ray,kenneth.ward.cust0046@example.com,Dublin,Leinster,53.3498,-6.2603,Occasional,70,Medium,INT01112,Clearance Deal,Social Media,Purchased,2024-04-20
CUST0046,Paul,Ray,kenneth.ward.cust0046@example.com,Dublin,Leinster,53.3498,-6.2603,Occasional,70,Medium,INT01112,Clearance Deal,Social Media,Purchased,2024-10-07
CUST0046,Paul,Ray,kenneth.ward.cust0046@example.com,Dublin,Leinster,53.3498,-6.2603,Occasional,70,Medium,INT01112,Clearance Deal,Social Media,Purchased,2024-06-24
CUST0046,Paul,Ray,kenneth.ward.cust0046@example.com,Dublin,Leinster,53.3498,-6.2603,Occasional,70,Medium,INT00549,Summer Sale,App Notification,No Action,2024-10-20
CUST0047,Gloria,Bentley,curtis.smith.cust0047@example.com,Dublin,Leinster,53.3498,-6.2603,Occasional,70,Medium,INT00929,New Arrival,Email,Purchased,2024-07-15
CUST0047,Gloria,Bentley,curtis.smith.cust0047@example.com,Dublin,Leinster,53.3498,-6.2603,Occasional,70,Medium,INT01365,Clearance Deal,Email,No Action,2024-05-10
CUST0047,Gloria,Bentley,curtis.smith.cust0047@example.com,Dublin,Leinster,53.3498,-6.2603,Occasional,70,Medium,INT00372,Loyalty Bonus,SMS,Purchased,2024-07-17
CUST0047,Gloria,Bentley,curtis.smith.cust0047@example.com,Dublin,Leinster,53.3498,-6.2603,Occasional,70,Medium,INT00372,Loyalty Bonus,SMS,Purchased,2024-10-15
CUST0048,William,Estrada,christopher.wright.cust0048@example.com,Waterford,Munster,52.2593,-7.1101,Regular,30,Low,INT00094,Clearance Deal,Social Media,Purchased,2024-01-06
CUST0048,William,Estrada,christopher.wright.cust0048@example.com,Waterford,Munster,52.2593,-7.1101,Regular,30,Low,INT00776,Clearance Deal,SMS,No Action,2024-11-17
CUST0048,William,Estrada,christopher.wright.cust0048@example.com,Waterford,Munster,52.2593,-7.1101,Regular,30,Low,INT00776,Clearance Deal,SMS,No Action,2024-02-13
